"Medicine Name","Price","Is Prescription Required?","Quantity","Manufacturer","Image URL"
"Pregastar Plus Capsule","₹381","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/gkxwv806t66fqido2pjm.jpg"
"DABIstar 110 Capsule","₹334","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/fn5jz9qzzlsjjhyxnjf1.jpg"
"R-Cin Capsule","₹24","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/nbhjdk1afwsyamyxhoe1.jpg"
"R-Cin 600 Capsule","₹27","1","3","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ndwibpzqogoscjlcawwy.jpg"
"Kopra D 10mg/20mg Capsule","₹112","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Rablet L 75mg/40mg Capsule PR","₹362","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Ributin Capsule","₹305","1","6","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/fmall1vlzabafzywnwsn.jpg"
"DABIstar 75mg Capsule","₹300","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/qrf5gqhig5sxrlygpggr.jpg"
"Celcox 200mg Capsule","₹34","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Tonact-Gold 10 Capsule","₹68","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/f623494f553d4e90950b54df4953231e.jpg"
"Rablet L Capsule PR","₹324","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/444a8d8461cd47f79082412e6610c562.jpg"
"Starpress MN 25mg/5mg Capsule XL","₹60","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Goodflo 75mg Capsule","₹187","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Lupiterra 500mg Capsule","₹57","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"budaMATE 400 Transcaps","₹222","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/texvlcguv4rb3arljglu.jpg"
"Lupipan L 75mg/40mg Capsule","₹181","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Novastat Gold 20 Capsule","₹367","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/q3xprq0z35jdyvkm48g3.jpg"
"Difizma Capsule","₹357","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/07c4b2e0fca3406dab874e093dc94467.jpg"
"Erdomate 300mg Capsule","₹328","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"PATH G 15MG/1MG CAPSULE","₹74","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Glycoflo F Capsule","₹360","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/3b2c058df8f14c43b828f7a352576597.jpg"
"Timzid OD 80 Capsule ER","₹199","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/d28048c0b5654e8d83218d9ad50a1909.jpg"
"Rablet L Capsule SR","₹324","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/c9b1231d6396472cbceffdeee677c8a9.jpg"
"Tiate 9mcg Transcaps","₹168","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Lupimox Forte Capsule","₹56","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Lupigest 300 Soft Gelatin Capsule","₹376","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Kopra D 10mg/20mg Capsule","₹112","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Tonact-ASP 75 Capsule","₹58","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/532942499bed43ef9c2bbd8fdf2c82f6.jpg"
"Defenac Hot Gel","₹140","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/cc10b058172b4c37bb860c492320828c.jpg"
"Salbair-I 200mg/200mg Respicap","₹87","1","30","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Tamlocept 0.4 Capsule PR","₹287","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/a2uj96jpeedlfsp6pb5k.jpg"
"Enpace D 30mg/40mg Capsule SR","₹138","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Rablet D 30mg/40mg Capsule","₹239","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Tonact-ASP 20/150 Capsule","₹39","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/5541b57645a84a70b6de68963627fbd2.jpg"
"Fungihell SB 65 Capsule","₹131","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Protera D 30mg/20mg Capsule","₹181","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Wowrab L 75mg/20mg Capsule","₹247","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Vilfuro 200mcg/25mcg Capsule","₹419","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/959c3e7a1d7b4a6abfbb40c93ec91718.jpg"
"Trimium Transcaps","₹418","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/tvqqooecnspnmv3wbjsz.jpg"
"Starpress MN 25mg/5mg Capsule XL","₹60","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Loftair Capsule","₹326","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/qxmlvkl2tfo86z5hocod.png"
"Formoflo 6mcg/100mcg Transcaps","₹301","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/lrmf6u7pcfisfjysoxkl.jpg"
"Vilfuro-G Capsule","₹390","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/f46fec7745e64bfc9b8a2a2857725e5c.jpg"
"Dic OM Capsule","₹20","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Pregastar D 75mg/20mg Capsule","₹225","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/5218f217-75ba-42b4-8425-e258438f536e.png"
"Ulsaton D 10 mg/20 mg Capsule","₹64","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Luporal Capsule","₹1457","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ac0513f3e8194de7a7c9a6a7b110da5d.jpg"
"Dumore 20mg Capsule","₹52","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Goodflo 150mg Capsule","₹324","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/b91fc5325ff14d1b9b169ec42fc5d7d9.jpg"
"Fungeeheal SB 65mg Capsule","₹158","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/1303a5f4d5624972a6227c77d647cbac.jpg"
"Wowrab D Capsule SR","₹128","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/30a461298eb94eb0b14c755b50e7e177.jpg"
"Tonact ASP 20mg/75mg Capsule","₹38","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/a165d6f996c24629a5e226d3719b76b9.jpg"
"Erdomate 300mg Capsule","₹328","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Lupoxa Capsule","₹362","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/gnmh90ff1kicyzsstz6r.jpg"
"Lupigest 400 Soft Gelatin Capsule","₹796","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/mngqpvvfggvnw6v4gvqd.jpg"
"Vovilup Hot Gel for Joint and Muscular Pain","₹116","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/34bf1be425b942f6bbeaf1314dbec911.jpg"
"Lupome 20mg Capsule","₹59","1","20","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Protera D Capsule","₹242","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/855932730d0d4059b9e57f227442b4ec.jpg"
"Loftair-L Capsule with Inhaler","₹1126","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/1b16846c2d6a4bba9b414ab839974e61.jpg"
"Pabreca 125mg Capsule","₹7125","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/d5abbe80b4bf448282d999332577110a.jpg"
"Doxirich-LB 100mg Capsule","₹110","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/2c8c69c12fe449aeb132da3b3eb75a98.jpg"
"Pabreca 100mg Capsule","₹6656","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ed0a2cbcf06f474bbab0028e3536936f.jpg"
"RTIST 300MG CAPSULE","₹108","1","4","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"MOXILUP 500 MG CAPSULE","₹28","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Endeavour'S Miofree 4mg Capsule","₹226","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Itrazole 100 Capsule","₹49","1","4","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Novastat Asp 20mg/75mg Capsule","₹134","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/bd841bc521ff4d83ba2de078b939bc6a.jpg"
"Doberol Capsule","₹93","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/xxewqhonec2cnbxqnbv6.jpg"
"Glutide 30mg Capsule CR","₹60","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Protera-L Capsule SR","₹387","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/zrfurdsxsc08oaovvgzp.jpg"
"Rabilee 30mg/20mg Capsule SR","₹136","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Lupimox Forte Capsule","₹56","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Esiflo 250 Transcaps","₹542","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ez8pprc0dpzi47w33rxl.jpg"
"Itcanzol 200mg Capsule","₹232","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Miofree 8mg Capsule","₹380","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/c18b8ed272cd45b69773d532b74fae65.jpg"
"Lupipan L 75mg/40mg Capsule","₹181","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Idofnib 150 Soft Gelatin Capsule","₹1177","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/072b6c6d4fb744e1b834e293dfdb9d0f.jpg"
"Gabalup M Capsule","₹152","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Lupila-D Capsule","₹162","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/n2mdm6mv9qtinvnzyb9v.jpg"
"Atenova Sa 2.5mg/25mg Capsule","₹39","1","14","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"DABIstar 150 Capsule","₹362","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/eqimnuhj3bztyzjhx5xc.jpg"
"R-Cin 450 Capsule","₹60","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/wivf5a56juorb3gixft5.jpg"
"Pregadoc-M 75 Capsule","₹192","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/glcyq222xsic8milm0g3.jpg"
"Dumore M 30mg/1500mcg Capsule","₹207","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Salbair-I 200mg/200mg Respicap","₹87","1","30","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Rheza-Asp Capsule","₹50","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Protera-I Capsule SR","₹347","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/yd6ulikfna3xmkvgj5bs.jpg"
"Ribavin 100mg Capsule","₹133","1","4","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Esiflo 100 Transcaps","₹286","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/lt8yggno8yrkha4hj3uo.jpg"
"Lupigest 300 Soft Gelatin Capsule","₹376","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"RTIST 300MG CAPSULE","₹108","1","4","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Endeavour'S Miofree 8mg Capsule","₹380","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/037cfb1ab98a41e1a7f2d6333ff5ee7e.jpg"
"R-Cinex Capsule","₹128","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/bupgtkbiwwl1a16sokqv.jpg"
"Matilda Plus Capsule","₹160","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/mbbfwqnwmphtzt0zbrva.jpg"
"Budate 100mcg Transcaps","₹58","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Apristar 125mg/80mg Capsule","₹1926","1","3","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Goodflo 110mg Capsule","₹299","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/cxwy4nc33zsknyi1jhm1.jpg"
"Rheza-Asp Capsule","₹50","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Relonac 100 mg/20 mg Capsule","₹46","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Enpace D 30mg/40mg Capsule SR","₹138","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Zendryl 25mg Capsule","₹24","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"P2i-D Capsule PR","₹172","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/upj2ubvfjdfaxy25vu0w.jpg"
"Lipocut 60 Capsule","₹491","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/x7i3sisbl4xtbm5w6y5k.jpg"
"Tonact-Gold 20 Capsule","₹93","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/522c2cd5e68349ce83302eac8c7c8c00.jpg"
"Lupizol 30mg Capsule","₹42","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Lupimox C Capsule","₹28","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Lupome D Capsule","₹10","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Katadol Capsule","₹129","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/umrhmzpbootinvlpcqyj.jpg"
"Lupigest 100 Capsule","₹221","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/xcy8yu6jxwfn8mgktg6t.jpg"
"Duomate Forte Transcaps","₹246","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/f5cvxwj3k9ro5nyy3fxj.jpg"
"Virazide 100mg Capsule","₹113","1","4","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Lupizol 30mg Capsule","₹42","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Lupizol 30mg Capsule","₹42","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Rablet D Capsule SR","₹297","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/8d918479f0ed4076886b7ef3ce9b0c2b.jpg"
"Rablet L 40 Capsule SR","₹362","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/7406fb7848ef4eb8ab138df5f52d8240.jpg"
"Fornite 0.4mg Capsule","₹56","1","4","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Relanac Rab 100mg/20mg Capsule","₹204","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"R-Cin 300 Capsule","₹48","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/k8zbk4w1hw1yczpcgzan.jpg"
"Lupin's Benz Pearls Capsule","₹100","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/2d8aab78ff204160856d09cd006540e0.jpg"
"Maxceprol Capsule","₹186","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Distaclor 250mg Capsule","₹232","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Pregastar D 50mg/20mg Capsule","₹157","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/7c407f15-6df5-4474-8d94-bc17342004bf.png"
"Rablet Z 20mg/75mg Capsule","₹93","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Relanac Rab 100mg/20mg Capsule","₹204","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Rheza-Asp Capsule","₹50","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Esiflo 500 Transcaps","₹621","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/xwcinldzygubkfi7bu90.jpg"
"Duet RD 30mg/20mg Capsule","₹70","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Glutide CR 60 Capsule","₹94","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/jk8qgv3ru2kcevbff0yy.jpg"
"NAYA SA 81 MG/20 MG CAPSULE","₹37","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Novastat Asp 10mg/75mg Capsule","₹109","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/f8affbe4ba9e4691a60558aca3bda47a.jpg"
"Budate 200 Transcaps","₹104","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/902918a04ce24600bb25c552770e09c9.jpg"
"Lupitera 250mg Capsule","₹7","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Pregastar 75 Capsule","₹346","1","15","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/nymzrw7vgdtrx9uyw4nz.jpg"
"Cyclorine Capsule","₹372","1","6","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"budaMATE 200 Transcaps","₹183","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/t6luiyf078ca98cbujom.jpg"
"Flupinex 100 Capsule","₹168","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/70a57123fc8f4b2cb1619474da589b27.jpg"
"Lupin Umetrio Capsule","₹429","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/d061e0aeced8433a9ea3503d45ddde72.jpg"
"Distaclor 250mg Capsule","₹232","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"Pregadoc Plus Capsule","₹193","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/be4547e7dba84c83b2abfb9ffd0efeaf.jpg"
"Tiate Transcaps","₹337","1","","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/43b959769b3249c69cd6af7d53a13f19.jpg"
"Cizaspa-SR Capsule","₹196","1","10","Lupin Ltd","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/6d2b1c49396249d3854036060db72a1c.jpg"
