"Medicine Name","Price","Is Prescription Required?","Quantity","Manufacturer","Image URL"
"RISOFOS 75 TABLET","₹150","1","2","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"RITOMUNE 100MG TABLET","₹1715","1","","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"ROFIXX 12.5MG TABLET","₹22","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"S CITADEP 10 TABLET","₹96","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/fu1h08f9cmf2cxhteyet.jpg"
"S CITADEP 20 TABLET","₹150","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/25b9728c1f84432681f79a9c2a269bb1.jpg"
"S CITADEP 5 TABLET","₹53","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/lzgtpbse8t0l6yvnengy.jpg"
"SACOZ O 4MG/20MG TABLET","₹165","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"SACOZ SPAS 10MG/10MG TABLET","₹84","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"SENZIA 8MG TABLET","₹93","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"SERDEP 50MG TABLET","₹26","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"SEVOCIP 800MG TABLET","₹234","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"SILAGRA 25 TABLET","₹46","1","4","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"SILOFAST D 8 TABLET","₹510","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/09a124f9c4164b4eb05864e454ecf20a.jpg"
"SIMCARD 10MG TABLET","₹92","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"SIMCARD 5MG TABLET","₹57","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"SITACIP D 10MG/50MG TABLET","₹123","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/5086a35c2ba040de8cb61a8d6b74fc5b.jpg"
"SITACIP D 5MG/50MG TABLET","₹103","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/db7d01b3a43242599b028c3a5efa3181.jpg"
"SITACIP E 10MG/100MG TABLET","₹178","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/bb6a5e040d8e4c4594904e9aa3a76a6e.jpg"
"SITACIP GM 50MG/1MG/1000MG TABLET","₹112","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/f6b2ccf839b84f90a35781804d658f9e.jpg"
"SITACIP M 100/1000 TABLET ER","₹163","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/28d2593f4f0441c3859964faed9cf502.jpg"
"SITACIP M 100MG/500MG TABLET ER","₹153","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/d3be5894ea3b446fae20912665bd9ff9.jpg"
"SITACIP M 50/1000 TABLET ER","₹122","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/c9f79508fb784974a6354c6716187e6e.jpg"
"SITACIP M 50/500 TABLET ER","₹123","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/fde97d1817854395a93d19f4bdcac066.jpg"
"SOTALAR 80MG TABLET","₹78","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"STYPTOCIP TABLET","₹17","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"SUPERNIM PLUS 100 MG/325 MG TABLET","₹30","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"SYNCLAR 125MG TABLET DT","₹180","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TABLURA 80MG TABLET","₹309","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TEGURA 100MG/224MG TABLET","₹1525","1","14","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TELGARD H TABLET","₹166","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/4fb216afdf0c4c9ab7a63e419b827d3c.jpg"
"TENVIR TABLET","₹1469","1","","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/srpypctoiuqcvtpwsqzd.jpg"
"THEOBID D 400MG TABLET","₹88","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"THEODAY 400MG TABLET","₹25","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TIBOFEM TABLET","₹415","1","14","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/im1ubffiiiwzr1fec2i6.jpg"
"TIBOLONE 2.5MG TABLET","₹381","1","14","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TIPTENGIO 10MG/5MG TABLET","₹703","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/216935bfed0e4860b9ef3cbfd3b044e7.jpg"
"TOFAJAK TABLET","₹206","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/aef2fde214914cd8abc17d34676cbab0.jpg"
"TOPAMATE 100MG TABLET","₹132","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TOPAMATE 100MG TABLET","₹132","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TOPAMATE 25MG TABLET","₹37","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TOPEX 100MG TABLET","₹129","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TOPEX 25MG TABLET","₹36","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TORODENT-DT TABLET 10MG","₹562","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TRAMACIP PLUS 37.5MG/325MG TABLET","₹70","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TRANAX 0.5MG TABLET","₹21","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TRANAX 1 MG TABLET","₹3","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TRANAX 1 MG TABLET","₹3","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TRANFIB MF 500 MG/250 MG TABLET","₹70","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TRIEXER LS 2 TABLET SR","₹49","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/xgaksluteeu3i0hgm8c2.jpg"
"TRIVEDON 20 TABLET","₹52","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/lduz3p7oci6znre1jh97.jpg"
"TRIVEDON MR TABLET","₹213","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/eumvyorbv8iq4cyjcu0a.jpg"
"TRIVEDON OD 80MG TABLET","₹234","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TURBOSAC 250MG TABLET","₹110","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"TURBOSAC 250MG TABLET","₹110","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"ULCIMAX 40MG TABLET","₹26","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"URIFAST 50MG TABLET DT","₹65","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"URIFAST SR TABLET","₹136","1","15","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/5056afb70c884e8a9833bc371aeaa39b.jpg"
"URIMAX D TABLET MR","₹1252","1","","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/15615ce25f644e93a57f13dec3a164c5.jpg"
"URIMAX D TABLET MR","₹626","1","15","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/7c69c101a16b4d608321d90311361b86.jpg"
"URIMAX DX TABLET MR","₹1138","1","","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/vkk7fjzoigj1lu3x5b1y.jpg"
"URIMAX S 0.4MG/6MG TABLET","₹632","1","15","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"VALCIVIR 500 TABLET","₹209","1","3","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ajmjw6yhto9zmato5h6d.png"
"VALTEC CR 500 TABLET","₹99","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/vkxvmg7dvfm14qgatojv.jpg"
"VANLID 500MG TABLET","₹272","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"VERTIGIL TABLET","₹56","1","6","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/nomengtusxuirrcbo5c3.png"
"VERTIPRESS 8 TABLET","₹70","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/3e33f93aff8f471290cc5c0b8263f2ac.jpg"
"VERTIRON TABLET","₹109","1","25","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/3efd1e5d1a914870b359a848f892ad4e.jpg"
"VESIBETA 25 TABLET ER","₹249","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/cdovfn7g77gdx1ywb2cb.jpg"
"VESIBETA S 50 TABLET ER","₹412","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/enqlallm3x9gnfmii9hv.jpg"
"VESIGARD 15MG TABLET ER","₹206","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"VOLTANEC PR 100 MG/500 MG TABLET","₹64","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"VOMETIL 5MG TABLET MD","₹73","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/33361f52a8cd456cbdcc5b09799ef823.jpg"
"VOMISTOP 10 DT TABLET","₹24","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/2087269bdc8947cb8ab78c43fa51db63.jpg"
"VYSOV DM 10MG/1000MG/100MG TABLET","₹189","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/5647c5d4f5b349f8b6999c0e316092a1.jpg"
"VYSOV XR 100MG TABLET","₹219","1","15","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/i0kxhfvxgaofjnt12jal.jpg"
"VYSOV-M 50MG/1000MG TABLET","₹205","1","15","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/87bfe7683eb8416485e82ced8334c3fa.jpg"
"XBIRA 500 TABLET","₹20625","1","","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/3410b482f2d640c2a7e5df3e26d3b169.jpg"
"ZEPOSE 5MG TABLET","₹12","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"ZEXIPAG 200MCG TABLET","₹866","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/2953dc05e856483899636e304401092f.jpg"
"ZILANCE 40 TABLET","₹89","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/surwdrq2hlwxbjcdqirl.jpg"
"ZIPRAX 200 DT TABLET","₹104","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/e44c154a93f9416d86c9fc6cedf59953.jpg"
"ZIPRAX LB 50MG TABLET DT","₹37","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"ZOCARE 200MG TABLET","₹46","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"ZYRIK 100 TABLET","₹19","1","10","CIPLA LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/438f0c1d574f42f1ab2f1e0b9f12b1be.jpg"
"ANGIWELL 2.6MG TABLET","₹246","1","","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/042cf9feeb6d479d9d605ae638f2481b.jpg"
"AZICOS 250MG TABLET","₹63","1","6","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"BEMPULESS 180MG TABLET","₹225","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"BISOBIS 2.5MG TABLET","₹49","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ce6498c92e4346a19e9495f6fa1112e5.jpg"
"BISOBIS A 5MG/5MG TABLET","₹62","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/01ff3919acfa406a961229aac5a66959.jpg"
"BISOBIS H 5MG/6.25MG TABLET","₹62","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/5b21556cb23c4ae3bf9d201b6dbbeb00.jpg"
"C-HOP 400MG TABLET SR","₹679","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"CLOSED 0.5MG TABLET","₹23","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"CONPAR 50 MG/500 MG TABLET","₹48","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"CONPAR 50 MG/500 MG TABLET","₹48","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"CORTEL 20 TABLET","₹50","1","15","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ltirxq8z1xsrmyzfi3el.jpg"
"CORTEL LNB 10MG/25MG/40MG TABLET","₹121","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"CORTEL LNB 10MG/50MG/40MG TABLET","₹154","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/5810858426ca4a7e906de50266ef8714.jpg"
"D.P.F OD TABLET","₹58","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"D.P.F TABLET","₹36","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"DAPABITE 10MG TABLET","₹168","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/6fc31159f7014f05876daad1c75e9e99.jpg"
"DAPABITE M 10MG/500MG TABLET ER","₹148","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/0c9e18f0b1d64850a8bae84949b5fc59.jpg"
"DAPABITE M 5MG/1000MG TABLET","₹96","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/3f46f3202f894a42817bc5a147b7e2a5.jpg"
"DOXYVOM 10MG/10MG/2.5MG TABLET","₹135","1","30","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"DOXYVOM 10MG/10MG/2.5MG TABLET","₹135","1","30","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"DROWNIL 40MG TABLET","₹134","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ae64f5ec9f4b4b669d5d603efc1743b2.jpg"
"EEMA-D SR TABLET","₹270","1","7","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"EMBEFLO 50MG TABLET","₹407","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"EMPABITE 25MG TABLET","₹92","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/e9df169725674fe08d55a51d3ec893f4.jpg"
"EMPABITE M 12.5MG/1000MG TABLET","₹92","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/5f02b1b88c864e519599f35e132b9f31.jpg"
"ENFIN 50MG TABLET","₹187","1","5","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"ETOWIN 60MG TABLET","₹131","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/bc0da3f103d14ecfa9830b5e571a8d90.jpg"
"ETOWIN 60MG TABLET","₹131","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/bc0da3f103d14ecfa9830b5e571a8d90.jpg"
"ETOWIN P 60MG/325MG TABLET","₹153","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/otkudriivzoixvu38dqd.jpg"
"EV ACTIVE TABLET","₹578","1","28","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/aca686e0fb1b430e97a0ab924db81b33.jpg"
"EXTRANAC TH 100MG/4MG TABLET","₹159","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"FUNZI-IT 400MG TABLET SR","₹206","1","4","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"IVAPACE 15MG TABLET SR","₹281","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"LINABITE 5MG TABLET","₹102","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/b5956351b0914510b43d6ec1914f0ecd.jpg"
"LINABITE DM 5/10/1000 TABLET SR","₹102","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"LINABITE E 10MG/5MG TABLET","₹131","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/4b1a25a7b65742e5898c22b167e52483.jpg"
"MONTEE LC 5MG/10MG TABLET","₹60","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"MYORIL MAXX 4MG/100MG/325MG TABLET","₹189","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/ea156f50650a4203929e558ee086c949.jpg"
"NIMCOR PLUS TABLET","₹28","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"NOSTRA-CR 10 TABLET","₹243","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/a37939f4664f4a6496c04f40a09ecd19.jpg"
"OBIMET GX DAPA 10MG/1MG/1000MG TABLET","₹99","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"OBIMET GX DAPA 10MG/2MG/1000MG TABLET","₹112","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"OBIMET GX SITA 50MG/1MG/1000MG TABLET","₹99","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"OBIMET SR TABLET","₹32","1","15","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/2a9a962a749c432aad33261f0ef25c8d.jpg"
"OFCOR PLUS TABLET","₹64","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"OFLONA OZ 200MG/500MG TABLET","₹113","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"ONTIC 4MG TABLET MD","₹44","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"PREMICEF 100MG TABLET","₹121","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"PREMICEF CV 200MG/125MG TABLET","₹215","1","6","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
"RABICOR 20 TABLET","₹56","1","10","CORONA REMEDIES PVT LTD","https://onemg.gumlet.io/a_ignore,w_380,h_380,c_fit,q_auto,f_auto/hx2gxivwmeoxxxsc1hix.png"
